题号,题干,A,B,C,D,E,答案,难度,题型
23234,垄断价格是垄断组织规定的市场价格，它的出现使价值规律等价交换原则受到破坏,正确,错误,,,,A,中,单选题
23241,既承认社会形态发展的客观规律性又承认人的活动的历史作用，属于折衷主义观点。,正确,错误,,,,B,中,单选题
23254,科学技术的社会作用具有双重性。,正确,错误,,,,A,中,单选题
23263,垄断价格并不违背价值规律，只是改变了价值规律发生作用的形式,正确,错误,,,,A,中,单选题
23266,马克思主义哲学的创立是哲学史上的伟大变革，其关键就在于，它以科学的实践观为基础，正确地解决了人与自然、人与社会既人与世界的关系，从而实现了唯物论和辩证法、唯物主义自然观和历史观的统一。,正确,错误,,,,A,中,单选题
23270,唯物主义者是可知论者，唯心主义者是不可知论者,正确,错误,,,,B,中,单选题
23272,承认真理是客观的，这是真理问题上的唯物论。真理又是绝对的和相对的，这是真理问题上的辩证法。,正确,错误,,,,A,中,单选题
23275,经济文化相对落后的国家可以先于资本主义国家进入社会主义，其根本原因是由于社会主义生产关系可以在旧社会的内部孕育生长起来。,正确,错误,,,,B,中,单选题
23282,劳动形成了人类的社会关系。,正确,错误,,,,A,中,单选题
23290,联系和发展是唯物辩证法的总特征，也是辩证法和形而上学对立的焦点。,正确,错误,,,,B,中,单选题
23297,资本原始积累是生产者和生产资料分离的历史过程。,正确,错误,,,,A,中,单选题
23299,加快资本周转可带来更多剩余价值，表明流通过程也可产生剩余价值,正确,错误,,,,B,中,单选题
23309,剩余价值不在流通中产生，又不能离开流通而产生。,正确,错误,,,,A,中,单选题
23315,19世纪40-60年代，马克思恩格斯创立了辩证唯物主义和劳动价值论，实现了人类思想史上的伟大的革命。,正确,错误,,,,A,中,单选题
23326,产业资本、商业资本和借贷资本共同参与平均利润率的形成,正确,错误,,,,B,中,单选题
23328,“对自然界的一切真实的认识，都是对永恒的认识、对无限的东西的认识，因而本质上是绝对的。”,正确,错误,,,,A,中,单选题
23348,相对静止是物质运动的特殊状态。,正确,错误,,,,A,中,单选题
23351,群众和英雄共同创造历史,正确,错误,,,,B,中,单选题
23354,无产阶级的科学世界观和方法论是辩证唯物主义和历史唯物主义。,正确,错误,,,,A,中,单选题
23357,从自由资本主义过渡到垄断资本主义，社会基本矛盾从缓和逐步变得愈加剧烈。,正确,错误,,,,B,中,单选题
23359,历史人物分为杰出人物和反动人物，杰出人物是特指代表劳动人民利益的理论家。,正确,错误,,,,B,中,单选题
23376,自在世界是客观的，人类世界是主观的。,正确,错误,,,,B,中,单选题
23384,唯物主义是一元论，唯心主义是二元论,正确,错误,,,,B,中,单选题
23395,社会生活是复杂的，因此决定社会性质和社会发展的要素是多元的,正确,错误,,,,B,中,单选题
23397,凡是有使用价值的东西就一定有价值。,正确,错误,,,,B,中,单选题
23415,人的活动的目的能否实现，取决于人的动机是否善良，意志是否坚强。,正确,错误,,,,B,中,单选题
23418,主体是指具有思维能力、从事社会实践和认识活动的人。,正确,错误,,,,A,中,单选题
23419,从马克思主义的阶级属性讲，它是无产阶级争取自身解放的科学理论，是关于整个人类阶级斗争的性质、目的和解放条件的学说。,正确,错误,,,,B,中,单选题
23425,地理环境和人口因素能决定社会的性质和社会形态的更替。,正确,错误,,,,B,中,单选题
23426,由于历史唯物主义强调生产方式在人类历史变迁和社会发展中的最终决定作用，因此，它是一种经济决定论,正确,错误,,,,B,中,单选题
23434,人的一切认识都是从直接经验发源的，而直接经验则是人们亲身实践的产物。,正确,错误,,,,A,中,单选题
23437,如果离开了社会实践，抽去社会性这一环节，人与自然的关系就变成了动物与自然的关系。,正确,错误,,,,A,中,单选题
23443,自由王国是指人们不再受自然规律和社会规律支配的状态,正确,错误,,,,B,中,单选题
23444,全国人民代表大会、监狱、法院和哲学都属于上层建筑。,正确,错误,,,,A,中,单选题
23456,受聘于外资企业的管理技术人员不属于我国现阶段人民群众范畴。,正确,错误,,,,B,中,单选题
23462,“谎言重复一百遍就成为真理”就是说谬误可以转化为真理,正确,错误,,,,B,中,单选题
23469,辩证唯物主义全面地揭示了认识过程的辩证性质，把认识看成是由不知到知、由浅入深的充满矛盾的能动的认识过程。,正确,错误,,,,A,中,单选题
23470,社会革命的根本问题是国家政权问题,正确,错误,,,,A,中,单选题
23478,生产力和生产关系的矛盾的最终解决还有赖于经济基础和上层建筑的矛盾解决。,正确,错误,,,,A,中,单选题
23479,一切阶级斗争，归根结底都是围绕着国家政权这个轴心展开的。,正确,错误,,,,B,中,单选题
23492,当事物处于量变状态时是不进行质变的。,正确,错误,,,,B,中,单选题
23498,从马克思主义的创造者、继承者的认识成果讲，它是由马克思恩格斯创立的，而由其后各个时代、各个民族的马克思主义者按其意愿不断创新的学说的体系。,正确,错误,,,,B,中,单选题
23500,改革是解决社会基本矛盾的主要方式之一，是推动社会发展特别是社会形态更替的重要动力。,正确,错误,,,,B,中,单选题
23508,人的意识不仅能够反映世界，而且能够创造世界。,正确,错误,,,,A,中,单选题
23513,生产方式是社会基本矛盾运动中最基本的动力因素，是人类社会发展和进步的最终决定力量。,正确,错误,,,,B,中,单选题
23523,人们解决社会同自然矛盾的实际能力如何，主要取决于劳动者的质量和数量，而劳动者是区分社会经济时代的客观依据。,正确,错误,,,,B,中,单选题
23525,社会存在决定社会意识，因此，社会经济发展水平越高，思想理论水平也越高。,正确,错误,,,,B,中,单选题
23534,无产阶级和资产阶级的对立和斗争，是资本主义基本矛盾在阶级关系上的表现,正确,错误,,,,A,中,单选题
23545,人的认识过程是理性因素和非理性因素协同起作用的结果。,正确,错误,,,,A,中,单选题
23548,社会革命适用于解决现存的社会基本制度问题，而社会改革则适用于解决旧的社会体制。,正确,错误,,,,A,中,单选题
23564,认识的本质是主体对客体的直观反映。,正确,错误,,,,B,中,单选题
23573,无产阶级专政的国家政权的阶级基础是工人阶级,正确,错误,,,,B,中,单选题
23580,在辩证思维中，从抽象到具体的过程就是理论到实践的过程,正确,错误,,,,B,中,单选题
23583,物质的根本属性是客观实在性。,正确,错误,,,,B,中,单选题
23590,形式逻辑学、哲学、美学以及法学都社会意识形式属于上层建筑。,正确,错误,,,,B,中,单选题
23599,重点论内在地包含着两点论。,正确,错误,,,,A,中,单选题
23611,人的衰老是一个逐渐的过程，因此一个人从幼年到老年仅仅是一个量变的过程。,正确,错误,,,,B,中,单选题
23614,在人们创造历史的活动中，谋事在人，成事在天,正确,错误,,,,B,中,单选题
23615,事物发展的周期性表明事物的变化就是不断的重复。,正确,错误,,,,B,中,单选题
23619,空想社会主义的思想是科学社会主义的直接思想来源，因为三大空想社会主义者的社会历史观基本上是唯物主义的,正确,错误,,,,B,中,单选题
23622,人类的认识活动从总体上讲是为了获得真理，并用真理指导实践，以取得实践的成功。（,正确,错误,,,,A,中,单选题
23625,实践是人的存在方式。,正确,错误,,,,A,中,单选题
23626,马克思主义就是马克思和恩格斯创立的基本理论、观点和方法构成的科学体系。,正确,错误,,,,B,中,单选题
23628,历史人物对历史发展有深刻的影响，其活动不受社会发展客观规律的限制，能决定和改变历史发展的总进程和总方向。,正确,错误,,,,B,中,单选题
23632,适应社会生产力发展的要求，国家垄断资本主义突破了私人垄断资本的局限性，因此，它具有社会主义的本质,正确,错误,,,,B,中,单选题
23636,认识的起点是感觉，这是唯物论和唯心论都可以承认的观点,正确,错误,,,,A,中,单选题
23641,感性认识与理性认识的根本区别在于感性认识产生于日常生活，理性认识产生于科学实验。,正确,错误,,,,B,中,单选题
23649,实践并非是人所独有的活动。,正确,错误,,,,B,中,单选题
23651,价值规律的自发调节是有缺陷的。,正确,错误,,,,A,中,单选题
23658,英雄史观主张人的意识对社会存在具有能动作用。,正确,错误,,,,B,中,单选题
23660,生产力与生产关系矛盾运动规律，就是生产力一定要适合生产关系状况的规律。,正确,错误,,,,B,中,单选题
23670,社会改革和革命没有根本差别，因为它也是解放生产力。,正确,错误,,,,B,中,单选题
23671,马克思主义公开问世的标志性著作是《德意志意识形态》。,正确,错误,,,,B,中,单选题
23690,否定就是新旧事物之间“一刀两断”,正确,错误,,,,B,中,单选题
23693,马克思主义政治经济学是对英国古典政治经济学的继承,正确,错误,,,,B,中,单选题
23694,在真理标准问题上主张“公说公有理，婆说婆有理”的是旧唯物论的观点,正确,错误,,,,B,中,单选题
23695,人类社会发展的一般规律是社会存在和社会意识的矛盾规律。,正确,错误,,,,B,中,单选题
23700,实事求是是马克思主义的活的灵魂。,正确,错误,,,,B,中,单选题
23702,发展的实质是新事物的产生和旧事物的灭亡,正确,错误,,,,A,中,单选题
23713,人类社会发展的基本规律就是指生产力与生产关系矛盾运动规律。,正确,错误,,,,B,中,单选题
23714,矛盾是一切事物发展的动力。,正确,错误,,,,A,中,单选题
23715,马克思对阶级斗争学说的新贡献是论证了阶级的存在与生产发展的一定历史阶段相联系，说明阶级斗争必然导致无产阶级专政。,正确,错误,,,,A,中,单选题
23732,科学技术是社会进步的根本内容，是衡量社会进步的根本尺度。,正确,错误,,,,B,中,单选题
23741,资本主义经济危机的实质是生产相对过剩,正确,错误,,,,A,中,单选题
23750,具体问题具体分析是马克思主义的活的灵魂。,正确,错误,,,,A,中,单选题
